HourEnding,COAST,EAST,FWEST,NORTH,NCENT,SOUTH,SCENT,WEST,ERCOT
2019-06-16 07:00:00,11901.99,1268.88,3170.26,655.26,10431.80,3260.40,6131.00,1112.50,37932.10
2019-06-16 08:00:00,12109.08,1282.68,3156.87,661.36,10518.61,3265.78,6274.28,1126.20,38394.85
2019-06-16 09:00:00,13045.21,1351.80,3204.44,701.76,11042.38,3522.67,6648.86,1185.38,40702.50
2019-06-16 10:00:00,14222.92,1427.47,3306.15,741.41,11696.78,3834.18,7053.28,1251.48,43533.68
2019-06-16 11:00:00,15180.28,1446.90,3401.97,761.10,12380.18,4129.86,7404.46,1312.51,46017.25
2019-06-16 12:00:00,15819.39,1476.26,3485.42,777.07,13185.05,4417.80,7848.31,1372.09,48381.39
2019-06-16 13:00:00,15958.26,1457.07,3546.66,795.31,13922.14,4662.00,8317.97,1418.55,50077.97
2019-06-16 14:00:00,15843.06,1427.08,3628.76,821.92,14474.64,4863.98,8891.22,1480.86,51431.52
2019-06-16 15:00:00,15497.39,1384.28,3679.62,829.57,14762.49,5003.46,9382.32,1523.40,52062.53
2019-06-16 16:00:00,14893.33,1379.14,3733.83,814.12,14497.08,5085.98,9801.22,1544.58,51749.29
2019-06-16 17:00:00,14370.89,1381.43,3767.39,816.78,13693.27,5131.34,10055.33,1569.77,50786.18
2019-06-16 18:00:00,14058.96,1372.09,3758.02,818.77,13261.18,5110.78,10241.78,1589.44,50211.03
2019-06-16 19:00:00,13931.54,1346.99,3738.55,820.06,12890.90,5015.93,10193.39,1571.96,49509.32
2019-06-16 20:00:00,13903.42,1357.24,3695.76,806.70,12523.63,4825.21,9942.78,1524.41,48579.15
2019-06-16 21:00:00,13753.50,1340.01,3608.25,794.49,12367.62,4695.45,9653.62,1468.93,47681.87
2019-06-16 22:00:00,13480.71,1199.85,3573.96,793.59,12306.86,4610.83,9238.15,1440.41,46644.34
2019-06-16 23:00:00,12819.73,1184.18,3521.52,751.67,11659.42,4396.68,8455.29,1352.92,44141.41
2019-06-17 00:00:00,11710.17,1137.59,3433.58,700.49,10733.56,4123.18,7593.62,1253.94,40686.13
2019-06-17 01:00:00,10895.94,1092.91,3416.71,668.69,9896.32,3861.36,6655.98,1185.64,37673.55
2019-06-17 02:00:00,10371.93,1053.48,3332.70,640.18,9373.71,3662.63,5727.76,1129.23,35291.61
2019-06-17 03:00:00,10075.92,1036.65,3295.90,626.61,9053.37,3490.36,5337.35,1081.21,33997.37
2019-06-17 04:00:00,10016.08,1021.44,3261.94,617.82,8958.52,3386.63,5134.92,1055.37,33452.72
2019-06-17 05:00:00,10168.48,1028.08,3236.28,621.90,9150.57,3316.44,5161.03,1047.28,33730.07
2019-06-17 06:00:00,10632.51,1087.55,3230.06,637.62,9694.01,3344.75,5436.62,1079.20,35142.32
2019-06-17 07:00:00,11097.64,1180.84,3235.82,672.07,10506.77,3446.63,5824.34,1117.24,37081.35
2019-06-17 08:00:00,11433.98,1246.51,3243.32,703.69,11048.03,3499.80,6038.79,1155.52,38369.65
2019-06-17 09:00:00,11807.00,1304.34,3294.74,742.52,11683.58,3678.27,6292.18,1196.89,39999.52
2019-06-17 10:00:00,12175.68,1379.83,3326.91,781.85,12410.90,3909.69,6490.90,1244.95,41720.71
2019-06-17 11:00:00,12605.96,1470.48,3416.24,821.39,13228.75,4157.10,6633.37,1305.26,43638.55
2019-06-17 12:00:00,13106.54,1573.77,3485.39,871.46,14007.13,4360.79,6907.25,1355.35,45667.68
2019-06-17 13:00:00,13835.97,1646.30,3556.87,918.03,14895.76,4515.92,7150.62,1411.17,47930.65
2019-06-17 14:00:00,14786.86,1754.12,3650.15,969.38,15955.94,4684.46,7547.64,1502.08,50850.63
2019-06-17 15:00:00,15726.75,1801.55,3761.23,1002.07,16885.74,4938.72,8051.81,1590.85,53758.73
2019-06-17 16:00:00,16620.22,1836.29,3816.07,1026.49,17650.81,5172.75,8692.70,1649.38,56464.71
2019-06-17 17:00:00,17187.76,1894.96,3841.84,1055.54,18269.16,5288.99,9254.16,1681.94,58474.33
2019-06-17 18:00:00,17394.52,1935.69,3815.89,1068.16,18612.61,5258.00,9616.82,1687.74,59389.43
2019-06-17 19:00:00,17156.69,1927.19,3698.49,1064.82,18540.31,5093.42,9703.87,1657.67,58842.45
2019-06-17 20:00:00,16621.06,1784.88,3637.33,1038.29,17897.02,4910.22,9472.88,1590.78,56952.46
2019-06-17 21:00:00,16051.97,1766.79,3557.64,986.02,16970.82,4738.67,9062.41,1516.42,54650.76
2019-06-17 22:00:00,15551.39,1703.67,3562.10,952.90,16391.90,4613.43,8671.30,1467.61,52914.31
2019-06-17 23:00:00,14632.19,1583.41,3493.94,887.83,15035.90,4333.20,7891.25,1363.69,49221.42
2019-06-18 00:00:00,13639.12,1453.14,3398.55,815.58,13535.75,4031.99,7066.69,1255.75,45196.57
2019-06-18 01:00:00,12728.17,1303.44,3383.07,733.53,12254.92,3738.97,6401.21,1215.87,41759.18
2019-06-18 02:00:00,12076.46,1220.52,3313.69,698.23,11408.37,3532.00,5935.24,1157.16,39341.65
2019-06-18 03:00:00,11541.23,1198.55,3257.19,667.54,10804.35,3362.43,5629.76,1120.99,37582.04
2019-06-18 04:00:00,11247.37,1161.55,3225.07,648.99,10432.85,3253.61,5419.71,1093.48,36482.63
2019-06-18 05:00:00,11287.51,1151.15,3218.32,649.35,10448.22,3204.41,5387.31,1082.74,36429.01
2019-06-18 06:00:00,11659.27,1184.34,3215.45,669.05,10838.38,3272.09,5639.54,1092.67,37570.80
2019-06-18 07:00:00,11976.21,1264.88,3203.13,703.19,11480.20,3375.38,6026.10,1127.38,39156.46
2019-06-18 08:00:00,12487.62,1291.55,3233.22,741.77,12208.16,3478.01,6346.18,1169.91,40956.41
2019-06-18 09:00:00,13319.49,1451.81,3302.01,784.00,13083.85,3717.43,6710.25,1209.71,43578.56
2019-06-18 10:00:00,14294.12,1597.27,3367.25,832.49,13920.07,4024.17,7197.28,1265.65,46498.30
2019-06-18 11:00:00,15395.26,1738.22,3437.69,889.90,14784.93,4411.78,7753.46,1332.02,49743.25
2019-06-18 12:00:00,16423.21,1841.04,3548.01,946.84,15651.41,4782.99,8293.85,1387.09,52874.44
2019-06-18 13:00:00,17293.26,1910.16,3656.56,1003.81,16747.81,5102.73,8911.62,1454.56,56080.51
2019-06-18 14:00:00,17984.76,2019.43,3743.05,1066.78,17913.26,5333.59,9482.52,1526.93,59070.32
2019-06-18 15:00:00,18582.77,2085.78,3828.94,1112.89,18872.27,5497.50,9997.14,1601.19,61578.48
2019-06-18 16:00:00,19091.66,2113.79,3888.36,1148.76,19698.92,5577.03,10437.69,1671.23,63627.43
2019-06-18 17:00:00,19333.65,2169.92,3879.84,1171.43,20274.93,5601.82,10752.65,1729.56,64913.79
2019-06-18 18:00:00,19155.41,2158.76,3841.61,1172.78,20582.81,5517.23,10894.58,1730.63,65053.80
2019-06-18 19:00:00,18710.36,2126.56,3809.62,1163.29,20424.61,5323.38,10817.49,1697.70,64073.01
2019-06-18 20:00:00,18082.30,2031.57,3741.16,1121.82,19684.35,5095.90,10460.15,1634.42,61851.68
2019-06-18 21:00:00,17537.58,1966.39,3644.38,1069.76,18752.40,4958.35,10062.24,1574.74,59565.83
2019-06-18 22:00:00,16981.56,1862.97,3584.87,1032.81,18074.48,4855.57,9689.06,1526.92,57608.25
2019-06-18 23:00:00,15928.82,1741.84,3510.52,955.37,16676.45,4549.09,8947.74,1430.61,53740.44
2019-06-19 00:00:00,14800.15,1580.79,3418.27,882.21,15191.29,4200.52,8133.48,1323.36,49530.08
2019-06-19 01:00:00,13904.08,1470.56,3313.68,821.32,13944.87,3906.41,7320.87,1228.38,45910.19
2019-06-19 02:00:00,13189.25,1392.05,3250.41,771.74,13081.57,3681.31,6825.13,1159.83,43351.29
2019-06-19 03:00:00,12654.30,1336.78,3208.73,736.49,12511.05,3501.44,6509.91,1116.96,41575.65
2019-06-19 04:00:00,12281.49,1293.91,3166.73,704.51,11921.20,3381.73,6381.76,1087.32,40218.65
2019-06-19 05:00:00,12212.11,1296.65,3146.00,688.77,11527.80,3320.13,6385.91,1061.64,39639.00
2019-06-19 06:00:00,12525.83,1325.70,3169.05,707.02,11762.20,3363.30,6592.39,1073.15,40518.65
2019-06-19 07:00:00,12848.01,1395.57,3180.21,727.23,12258.49,3471.31,6852.99,1114.94,41848.75
2019-06-19 08:00:00,13245.26,1432.07,3196.35,755.94,12740.82,3564.93,7063.57,1151.95,43150.90
2019-06-19 09:00:00,14125.35,1504.18,3263.45,804.36,13516.13,3839.34,7411.42,1218.46,45682.69
2019-06-19 10:00:00,15256.42,1616.25,3375.95,855.96,14515.14,4204.33,7936.60,1302.64,49063.29
2019-06-19 11:00:00,16442.63,1758.16,3504.51,913.02,15808.60,4595.58,8573.38,1402.33,52998.22
2019-06-19 12:00:00,17513.14,1872.07,3620.08,976.64,17128.30,4971.13,9220.87,1511.41,56813.65
2019-06-19 13:00:00,18480.86,1991.08,3738.39,1035.53,18568.08,5309.22,9784.60,1608.33,60516.10
2019-06-19 14:00:00,19305.37,2114.19,3830.14,1093.25,19994.29,5582.54,10324.08,1701.58,63945.44
2019-06-19 15:00:00,19791.65,2181.17,3907.02,1145.37,20963.28,5755.50,10788.23,1772.81,66305.04
2019-06-19 16:00:00,19916.25,2228.10,3945.88,1181.56,21542.18,5805.84,11118.94,1833.51,67572.25
2019-06-19 17:00:00,19891.04,2258.96,3962.05,1202.06,21877.43,5783.87,11248.01,1860.39,68083.80
2019-06-19 18:00:00,19612.24,2255.34,3950.39,1194.02,22119.55,5683.23,11457.16,1852.54,68124.47
2019-06-19 19:00:00,19077.03,2235.40,3945.31,1170.48,21858.70,5542.96,11503.25,1805.48,67138.62
2019-06-19 20:00:00,18309.91,2146.15,3898.29,1121.47,21037.80,5321.26,11141.99,1745.26,64722.13
2019-06-19 21:00:00,17685.57,2048.03,3803.34,1074.27,20059.45,5170.18,10701.69,1664.27,62206.80
2019-06-19 22:00:00,17046.28,1984.83,3737.33,1031.26,19323.30,5025.89,10334.87,1588.88,60072.65
2019-06-19 23:00:00,16086.05,1787.24,3650.19,960.34,17683.95,4739.36,9548.88,1486.00,55942.02
2019-06-20 00:00:00,14995.44,1649.73,3533.28,878.72,15850.63,4373.02,8636.41,1366.65,51283.88
2019-06-20 01:00:00,14072.08,1480.38,3428.67,813.38,14295.92,4073.63,7928.15,1280.80,47373.01
2019-06-20 02:00:00,13508.19,1288.72,3358.12,770.91,13207.78,3877.61,7328.22,1217.98,44557.54
2019-06-20 03:00:00,12927.94,1211.43,3297.52,738.67,12385.51,3703.65,6953.57,1184.90,42403.19
2019-06-20 04:00:00,12621.25,1153.42,3260.26,720.53,11913.53,3587.37,6746.65,1157.84,41160.85
2019-06-20 05:00:00,12629.85,1145.74,3225.98,714.21,11728.48,3520.24,6727.21,1148.38,40840.08
2019-06-20 06:00:00,12951.43,1257.21,3228.07,731.87,11990.24,3555.60,6955.35,1161.65,41831.42
2019-06-20 07:00:00,13308.90,1327.78,3239.94,758.09,12501.66,3663.31,7281.65,1190.26,43271.59
2019-06-20 08:00:00,13701.57,1392.29,3259.76,796.70,13074.38,3744.03,7475.53,1226.16,44670.41
2019-06-20 09:00:00,14391.99,1485.81,3328.17,843.90,14036.71,3910.63,7664.40,1292.15,46953.77
2019-06-20 10:00:00,15406.35,1607.41,3404.91,902.97,15287.78,4204.00,8005.15,1368.83,50187.40
2019-06-20 11:00:00,16455.70,1740.40,3519.58,978.15,16641.58,4543.69,8401.90,1473.55,53754.55
2019-06-20 12:00:00,17497.93,1869.71,3650.00,1051.18,18004.75,4843.91,8856.24,1585.36,57359.09
2019-06-20 13:00:00,18367.19,2008.83,3762.86,1111.49,19331.35,5116.97,9452.19,1685.02,60835.91
2019-06-20 14:00:00,19043.64,2133.93,3884.41,1170.97,20673.55,5387.56,10139.74,1773.19,64207.01
2019-06-20 15:00:00,19253.47,2212.35,3955.91,1225.52,21794.30,5598.16,10759.35,1851.74,66650.81
2019-06-20 16:00:00,18883.45,2266.26,4001.64,1260.72,22501.10,5656.22,11189.42,1907.09,67665.89
2019-06-20 17:00:00,18639.05,2270.75,4031.39,1281.39,22855.27,5624.97,11347.44,1934.43,67984.68
2019-06-20 18:00:00,18443.10,2253.62,4040.00,1284.82,22946.90,5541.61,11586.20,1927.94,68024.20
2019-06-20 19:00:00,18182.86,2247.22,4028.36,1280.26,22716.29,5397.00,11617.72,1898.44,67368.15
2019-06-20 20:00:00,17623.53,2180.35,4000.36,1242.69,21953.36,5225.43,11282.66,1850.85,65359.24
2019-06-20 21:00:00,17237.21,2109.83,3931.32,1192.91,21008.27,5102.68,10813.78,1763.46,63159.46
2019-06-20 22:00:00,16882.01,2041.31,3883.07,1159.24,20391.46,5022.26,10407.53,1719.88,61506.76
2019-06-20 23:00:00,15979.03,1896.71,3776.27,1091.27,19086.97,4751.67,9686.83,1621.86,57890.61
2019-06-21 00:00:00,15061.08,1750.11,3683.06,1021.28,17568.68,4452.61,8854.47,1515.99,53907.27
2019-06-21 01:00:00,14171.32,1653.85,3582.37,963.28,16151.62,4162.28,8145.21,1425.50,50255.43
2019-06-21 02:00:00,13637.39,1570.56,3520.85,918.73,15138.45,3964.89,7589.20,1363.59,47703.65
2019-06-21 03:00:00,13311.99,1502.99,3474.11,884.22,14480.95,3803.18,7227.36,1295.12,45979.92
2019-06-21 04:00:00,13162.58,1474.15,3445.94,862.83,14120.51,3712.74,6957.33,1210.11,44946.19
2019-06-21 05:00:00,13202.70,1439.91,3431.43,856.02,14063.96,3685.21,6847.79,1197.49,44724.52
2019-06-21 06:00:00,13599.58,1428.11,3430.34,878.65,14408.06,3750.66,7012.02,1206.30,45713.73
2019-06-21 07:00:00,13918.50,1516.48,3425.48,895.72,14840.15,3822.71,7263.06,1258.23,46940.34
2019-06-21 08:00:00,14280.13,1592.20,3428.66,917.84,15101.48,3855.22,7441.34,1307.22,47924.08
2019-06-21 09:00:00,15139.33,1665.96,3530.32,973.43,15807.83,4051.98,7758.69,1355.43,50282.96
2019-06-21 10:00:00,16173.32,1797.92,3611.53,1031.38,16744.07,4333.82,8224.01,1435.20,53351.26
2019-06-21 11:00:00,17192.63,1898.16,3720.81,1092.11,17992.99,4644.24,8762.08,1517.67,56820.69
2019-06-21 12:00:00,18057.24,1996.96,3821.11,1141.79,19073.66,4888.02,9336.99,1590.71,59906.49
2019-06-21 13:00:00,18676.22,2112.49,3914.41,1185.61,20174.67,5103.32,9848.47,1669.33,62684.51
2019-06-21 14:00:00,19163.55,2197.75,3993.71,1232.74,21114.54,5229.47,10317.43,1746.63,64995.83
2019-06-21 15:00:00,19416.53,2242.37,4069.68,1268.70,21897.29,5340.37,10753.42,1814.92,66803.28
2019-06-21 16:00:00,19229.49,2265.64,4127.53,1291.21,22351.12,5378.14,10977.51,1877.06,67497.69
2019-06-21 17:00:00,19028.53,2255.13,4150.18,1301.58,22629.87,5385.45,11068.32,1904.69,67723.76
2019-06-21 18:00:00,18811.97,2218.54,4151.25,1293.05,22649.85,5279.75,11139.52,1889.83,67433.76
2019-06-21 19:00:00,18413.03,2172.68,4100.88,1269.04,22149.36,5098.81,10953.25,1852.83,66009.87
2019-06-21 20:00:00,17806.59,2114.02,4040.22,1229.31,21220.83,4926.66,10479.89,1784.95,63602.47
2019-06-21 21:00:00,17349.03,1967.26,3939.63,1176.25,20237.44,4846.81,9995.67,1702.31,61214.39
2019-06-21 22:00:00,17024.52,1912.68,3893.78,1122.84,19557.55,4774.27,9657.75,1649.65,59593.04
2019-06-21 23:00:00,16342.06,1826.03,3773.43,1079.12,18333.76,4572.74,9122.32,1570.16,56619.62
2019-06-22 00:00:00,15631.98,1694.12,3675.80,1011.20,16954.93,4339.58,8509.89,1475.06,53292.55
2019-06-22 01:00:00,14881.33,1603.43,3568.99,955.32,15763.55,4074.51,7895.51,1382.32,50124.97
2019-06-22 02:00:00,14331.68,1527.42,3510.25,912.49,14796.83,3852.07,7429.02,1313.76,47673.52
2019-06-22 03:00:00,13908.49,1476.82,3455.31,873.87,13992.34,3664.87,6874.80,1263.58,45510.08
2019-06-22 04:00:00,13557.95,1449.03,3403.19,847.71,13540.71,3515.20,6540.04,1216.37,44070.20
2019-06-22 05:00:00,13351.97,1405.90,3391.98,834.74,13330.29,3436.27,6250.86,1195.88,43197.90
2019-06-22 06:00:00,13272.06,1440.10,3368.66,827.70,13402.07,3434.84,6059.27,1188.51,42993.21
2019-06-22 07:00:00,13131.98,1434.73,3368.10,823.94,13509.99,3426.10,6018.54,1184.64,42898.02
2019-06-22 08:00:00,13394.56,1478.15,3362.78,839.50,13877.61,3463.67,6076.60,1189.80,43682.68
2019-06-22 09:00:00,14269.75,1579.83,3390.70,887.77,14832.26,3694.99,6480.27,1238.92,46374.48
2019-06-22 10:00:00,15106.10,1701.18,3468.82,954.90,16281.21,3969.95,6962.69,1300.88,49745.73
2019-06-22 11:00:00,15706.44,1814.31,3555.09,1022.85,17622.71,4247.22,7433.54,1355.93,52758.10
2019-06-22 12:00:00,16503.68,1899.02,3687.12,1076.10,18661.43,4520.22,7978.55,1408.08,55734.21
2019-06-22 13:00:00,17210.03,1990.07,3763.67,1111.43,19297.36,4746.74,8509.04,1460.64,58088.98
2019-06-22 14:00:00,17706.80,2053.49,3833.20,1145.98,19648.29,4908.06,8974.37,1510.92,59781.10
2019-06-22 15:00:00,17934.09,2040.49,3864.86,1149.27,19570.00,5025.16,9305.80,1568.71,60458.38
2019-06-22 16:00:00,17902.95,2090.66,3904.94,1132.83,18901.46,5105.59,9583.21,1628.29,60249.93
2019-06-22 17:00:00,17929.09,2057.93,3961.99,1090.22,18517.22,5134.98,9824.38,1677.63,60193.44
2019-06-22 18:00:00,17821.10,2070.11,3953.89,1054.53,18538.31,5120.82,9879.35,1697.82,60135.94
2019-06-22 19:00:00,17457.11,2051.75,3916.08,1056.98,18539.51,5030.82,9732.39,1685.95,59470.58
2019-06-22 20:00:00,16937.43,1974.44,3859.87,1047.19,18301.09,4846.07,9504.68,1646.61,58117.39
2019-06-22 21:00:00,16656.96,1914.40,3797.06,1020.70,17762.37,4721.39,9298.86,1585.21,56756.96
2019-06-22 22:00:00,16455.14,1858.81,3777.69,1004.28,17451.08,4668.29,9134.93,1556.61,55906.82
2019-06-22 23:00:00,15878.32,1805.24,3711.63,961.96,16662.46,4489.47,8699.72,1490.71,53699.51
2019-06-23 00:00:00,15270.29,1677.51,3620.72,912.25,15659.90,4299.47,8151.99,1409.80,51001.92
2019-06-23 01:00:00,14649.16,1602.07,3545.50,863.80,14744.07,4105.89,7675.17,1355.31,48540.97
2019-06-23 02:00:00,14095.74,1563.28,3484.66,832.82,14011.74,3923.76,7290.30,1307.17,46509.45
2019-06-23 03:00:00,13659.52,1513.74,3439.57,821.65,13585.57,3773.13,6952.72,1271.27,45017.18
2019-06-23 04:00:00,13361.56,1465.92,3402.89,814.05,13285.18,3663.32,6690.56,1247.88,43931.37
2019-06-23 05:00:00,13159.43,1402.89,3392.06,810.77,13153.66,3581.84,6613.12,1236.88,43350.66
2019-06-23 06:00:00,13075.21,1436.14,3362.95,816.19,13113.53,3547.94,6549.53,1228.34,43129.81
2019-06-23 07:00:00,12852.84,1433.84,3327.37,812.02,13079.33,3508.87,6531.31,1226.23,42771.82
2019-06-23 08:00:00,13033.05,1457.15,3304.33,824.87,13206.70,3513.77,6673.69,1239.82,43253.38
2019-06-23 09:00:00,13949.39,1552.27,3380.61,877.25,14062.00,3755.25,6987.64,1297.86,45862.27
2019-06-23 10:00:00,14975.92,1670.17,3480.21,929.60,15248.17,4053.51,7443.32,1362.87,49163.78
2019-06-23 11:00:00,15878.81,1737.97,3552.69,964.67,16099.02,4313.33,7864.17,1420.25,51830.90
2019-06-23 12:00:00,16631.49,1847.24,3643.58,1009.99,16837.04,4567.57,8316.02,1469.28,54322.21
2019-06-23 13:00:00,17193.15,1932.57,3732.91,1053.72,17650.69,4790.94,8659.20,1523.40,56536.58
2019-06-23 14:00:00,17689.68,1982.56,3804.13,1100.26,18416.46,5014.86,9030.82,1594.32,58633.08
2019-06-23 15:00:00,17885.70,2006.33,3843.13,1124.50,18962.31,5186.16,9462.82,1656.44,60127.39
2019-06-23 16:00:00,18053.41,1930.81,3879.82,1120.56,19701.93,5293.67,9878.50,1706.14,61564.84
2019-06-23 17:00:00,18232.65,1929.26,3916.88,1107.71,20360.68,5352.82,10281.26,1747.40,62928.66
2019-06-23 18:00:00,18287.92,1915.78,3939.57,1087.23,20729.94,5367.18,10616.88,1743.08,63687.58
2019-06-23 19:00:00,18023.62,1878.77,3927.91,1034.10,20328.41,5265.95,10656.06,1669.39,62784.22
2019-06-23 20:00:00,17516.04,1846.51,3883.19,942.28,19501.05,5080.55,10300.71,1612.80,60683.14
2019-06-23 21:00:00,17166.41,1787.61,3796.52,887.98,18502.87,4950.42,10037.00,1548.37,58677.19
2019-06-23 22:00:00,16759.47,1696.42,3704.83,867.46,16257.80,4854.28,9794.99,1500.79,55436.05
2019-06-23 23:00:00,16021.78,1643.23,3614.74,811.81,14545.19,4612.53,9157.66,1419.32,51826.26
2019-06-24 00:00:00,15210.17,1538.28,3504.31,756.19,13257.87,4336.63,8440.27,1336.05,48379.77
2019-06-24 01:00:00,14614.31,1415.62,3445.25,711.31,11921.87,4103.63,7801.41,1256.39,45269.79
2019-06-24 02:00:00,14086.29,1319.96,3355.22,679.01,11093.60,3888.28,7336.73,1195.40,42954.48
2019-06-24 03:00:00,13739.40,1266.52,3316.40,655.44,10545.78,3717.01,7030.17,1150.45,41421.17
2019-06-24 04:00:00,13552.87,1215.89,3283.94,644.83,10281.02,3614.79,6852.50,1123.68,40569.54
2019-06-24 05:00:00,13492.20,1157.18,3261.53,647.47,10311.68,3553.09,6739.17,1115.87,40278.20
2019-06-24 06:00:00,13274.24,1188.03,3235.39,661.33,10749.75,3598.68,6747.10,1139.36,40593.87
2019-06-24 07:00:00,12696.66,1265.30,3232.14,692.14,11442.14,3681.98,6983.72,1175.09,41169.17
2019-06-24 08:00:00,12549.97,1321.57,3244.74,722.65,11897.08,3732.75,7132.60,1204.52,41805.88
2019-06-24 09:00:00,12536.94,1353.10,3299.01,759.94,12286.02,3932.08,7331.29,1255.51,42753.89
2019-06-24 10:00:00,12700.53,1412.62,3370.63,800.19,12831.91,4229.24,7495.75,1328.07,44168.94
2019-06-24 11:00:00,12996.52,1487.16,3447.38,839.04,13502.02,4542.53,7633.50,1406.74,45854.89
2019-06-24 12:00:00,13526.29,1562.85,3525.78,883.70,14216.40,4806.25,7734.91,1473.71,47729.89
2019-06-24 13:00:00,14220.37,1618.46,3622.48,923.97,15054.77,4984.27,7663.93,1537.76,49626.03
2019-06-24 14:00:00,15010.63,1701.54,3739.03,979.26,16023.91,5151.53,7508.28,1617.94,51732.13
2019-06-24 15:00:00,15639.14,1687.19,3836.26,1027.13,16809.52,5259.85,7135.04,1681.92,53076.04
2019-06-24 16:00:00,16150.20,1672.45,3906.28,1066.93,17512.14,5295.05,6770.95,1736.57,54110.56
2019-06-24 17:00:00,16447.74,1710.85,3933.56,1096.59,18023.09,5247.59,6665.86,1741.31,54866.60
2019-06-24 18:00:00,16484.36,1741.68,3918.57,1104.78,18312.07,5091.40,6820.61,1700.40,55173.87
2019-06-24 19:00:00,16085.35,1732.71,3859.20,1089.57,17940.89,4750.19,7115.46,1610.36,54183.73
2019-06-24 20:00:00,15551.33,1615.95,3799.90,1052.12,17107.52,4419.13,7216.34,1525.21,52287.50
2019-06-24 21:00:00,15254.31,1651.24,3683.68,999.98,16399.59,4215.59,7101.03,1448.95,50754.37
2019-06-24 22:00:00,14862.81,1613.67,3625.89,974.00,15857.26,4082.96,6982.47,1385.36,49384.41
2019-06-24 23:00:00,14011.97,1516.28,3508.04,915.53,14641.16,3836.37,6548.49,1284.46,46262.30
2019-06-25 00:00:00,13050.61,1396.39,3444.54,846.80,13241.09,3546.79,5961.97,1188.19,42676.37
2019-06-25 01:00:00,12176.05,1274.68,3395.99,775.98,12132.62,3254.45,5497.73,1147.87,39655.37
2019-06-25 02:00:00,11611.50,1200.66,3336.81,741.00,11361.87,3105.46,5220.75,1098.98,37677.03
2019-06-25 03:00:00,11234.35,1186.23,3284.85,715.70,10878.60,2976.98,5020.02,1072.23,36368.97
2019-06-25 04:00:00,11113.69,1163.06,3266.83,693.10,10600.16,2893.71,4901.35,1055.09,35686.97
2019-06-25 05:00:00,11245.90,1162.09,3244.52,691.53,10671.23,2859.90,4963.71,1048.70,35887.58
2019-06-25 06:00:00,11721.20,1203.58,3254.40,709.30,11156.39,2922.62,5233.95,1067.90,37269.33
2019-06-25 07:00:00,12190.31,1291.73,3271.66,739.23,11864.67,3040.29,5613.46,1111.80,39123.14
2019-06-25 08:00:00,12446.15,1304.08,3298.73,768.16,12364.29,3116.46,5916.97,1153.03,40367.86
2019-06-25 09:00:00,12615.75,1438.33,3354.14,806.16,13060.01,3309.29,6375.63,1209.63,42168.95
2019-06-25 10:00:00,12875.50,1562.81,3404.38,855.47,13914.69,3578.69,6882.11,1281.07,44354.71
2019-06-25 11:00:00,13339.82,1686.89,3437.62,915.05,15020.92,3897.54,7463.18,1364.79,47125.81
2019-06-25 12:00:00,13823.51,1799.60,3541.96,978.46,16173.36,4196.40,8075.84,1428.57,50017.71
2019-06-25 13:00:00,14270.12,1889.75,3673.69,1039.31,17327.71,4448.66,8611.79,1495.68,52756.71
2019-06-25 14:00:00,14413.12,2017.06,3776.30,1105.38,18484.47,4596.30,9123.05,1564.59,55080.28
2019-06-25 15:00:00,14489.27,2071.46,3865.09,1156.79,19493.37,4707.08,9518.25,1621.68,56922.99
2019-06-25 16:00:00,14507.41,2052.08,3941.43,1195.67,20329.84,4710.55,9825.78,1671.96,58234.71
2019-06-25 17:00:00,14229.83,2001.84,3939.90,1214.00,20829.79,4671.42,9972.45,1719.33,58578.56
2019-06-25 18:00:00,13912.61,1925.97,3907.26,1206.05,20950.97,4581.80,9767.91,1720.59,57973.15
2019-06-25 19:00:00,13551.51,1856.53,3875.48,1187.48,20565.56,4427.60,9388.29,1695.77,56548.24
2019-06-25 20:00:00,13318.50,1751.82,3824.93,1140.81,19680.10,4273.08,8945.45,1630.54,54565.22
2019-06-25 21:00:00,13300.94,1696.56,3729.63,1080.26,18490.70,4170.46,8478.28,1556.26,52503.08
2019-06-25 22:00:00,13165.58,1624.45,3679.00,1040.25,17711.37,4133.96,8147.39,1504.89,51006.90
2019-06-25 23:00:00,12588.37,1538.05,3595.92,963.58,16242.63,3909.26,7488.96,1406.29,47733.05
2019-06-26 00:00:00,11928.65,1393.95,3565.07,888.87,14737.79,3661.01,6732.69,1297.45,44205.47
2019-06-26 01:00:00,11463.80,1300.85,3502.09,822.35,13169.98,3464.77,6110.25,1208.20,41042.29
2019-06-26 02:00:00,11050.58,1230.21,3413.50,779.63,12153.96,3301.71,5691.63,1156.32,38777.55
2019-06-26 03:00:00,10824.23,1179.33,3353.22,745.47,11398.55,3178.21,5415.35,1110.89,37205.25
2019-06-26 04:00:00,10787.38,1147.84,3320.18,724.34,10999.04,3125.52,5275.54,1079.80,36459.65
2019-06-26 05:00:00,10966.51,1155.54,3295.32,719.50,10971.27,3111.22,5309.80,1064.62,36593.77
2019-06-26 06:00:00,11464.46,1188.15,3286.55,731.98,11384.86,3213.88,5599.46,1086.78,37956.12
2019-06-26 07:00:00,12007.07,1276.36,3284.77,756.90,11984.81,3351.77,6057.52,1132.04,39851.24
2019-06-26 08:00:00,12393.34,1327.73,3291.06,793.63,12616.79,3433.47,6349.90,1165.48,41371.41
2019-06-26 09:00:00,12893.08,1395.91,3318.01,838.25,13453.85,3652.31,6594.00,1211.43,43356.84
