HourEnding,COAST,EAST,FWEST,NORTH,NCENT,SOUTH,SCENT,WEST,ERCOT
2019-01-01 01:00:00,9783.59,1264.19,3164.72,827.76,11697.77,3066.89,5993.97,1282.54,37081.44
2019-01-01 02:00:00,9726.06,1270.49,3178.95,830.26,11787.94,3140.38,6029.77,1295.13,37258.99
2019-01-01 03:00:00,9654.37,1269.50,3200.88,831.51,11861.63,3137.72,6043.35,1301.23,37300.19
2019-01-01 04:00:00,9631.74,1243.17,3221.96,839.69,11989.11,3105.50,6086.41,1305.98,37423.54
2019-01-01 05:00:00,9698.89,1309.57,3240.63,848.67,12219.11,3078.26,6180.94,1319.14,37895.21
2019-01-01 06:00:00,9850.79,1364.25,3259.30,874.46,12631.94,3096.46,6394.97,1352.92,38825.09
2019-01-01 07:00:00,10053.12,1414.87,3282.58,907.06,13073.65,3130.35,6662.74,1386.28,39910.66
2019-01-01 08:00:00,10088.53,1407.53,3291.42,930.81,13427.37,3096.18,6775.91,1418.82,40436.56
2019-01-01 09:00:00,10001.45,1438.71,3303.18,954.01,13834.75,3082.60,6874.32,1461.14,40950.16
2019-01-01 10:00:00,9947.81,1438.88,3346.02,980.07,14452.58,3084.49,7023.88,1489.75,41763.47
2019-01-01 11:00:00,9953.01,1411.74,3371.66,992.92,14934.42,3061.29,7030.86,1494.03,42249.94
2019-01-01 12:00:00,9905.20,1369.21,3371.56,993.25,15208.94,3044.23,6907.52,1496.77,42296.68
2019-01-01 13:00:00,9760.65,1319.39,3386.18,978.51,15171.92,3008.08,6768.36,1486.09,41879.18
2019-01-01 14:00:00,9639.94,1258.41,3391.14,967.56,14971.35,2957.98,6721.81,1468.12,41376.31
2019-01-01 15:00:00,9520.58,1254.02,3370.74,960.32,14719.89,2925.67,6787.92,1452.21,40991.35
2019-01-01 16:00:00,9503.75,1233.61,3359.43,963.57,14659.66,2916.31,6912.71,1466.85,41015.89
2019-01-01 17:00:00,9618.59,1284.28,3365.12,980.23,15006.43,2954.29,7145.43,1487.81,41842.18
2019-01-01 18:00:00,10143.49,1353.61,3405.09,1036.23,15909.35,3089.90,7586.90,1534.17,44058.74
2019-01-01 19:00:00,10372.18,1447.56,3454.41,1060.54,16367.46,3254.02,7865.29,1579.17,45400.62
2019-01-01 20:00:00,10309.19,1415.78,3475.77,1054.58,16295.13,3277.81,7836.90,1580.88,45246.04
2019-01-01 21:00:00,10168.58,1426.40,3464.32,1049.37,16186.61,3268.51,7709.59,1570.92,44844.31
2019-01-01 22:00:00,9952.24,1382.89,3441.43,1030.56,15779.65,3236.46,7532.94,1545.61,43901.78
2019-01-01 23:00:00,9587.76,1353.96,3398.60,992.66,15093.00,3135.01,7153.15,1492.45,42206.60
2019-01-02 00:00:00,9170.21,1277.55,3361.04,965.20,14422.31,3000.41,6849.03,1449.08,40494.84
2019-01-02 01:00:00,8889.36,1184.11,3324.88,938.64,14014.61,2940.09,6573.77,1381.27,39246.74
2019-01-02 02:00:00,8661.62,1164.74,3318.67,926.05,13809.74,2869.63,6459.94,1367.58,38577.96
2019-01-02 03:00:00,8565.02,1162.65,3306.43,918.48,13787.78,2857.40,6470.46,1365.91,38434.14
2019-01-02 04:00:00,8624.58,1178.84,3325.50,925.79,13959.93,2889.29,6549.62,1377.43,38830.98
2019-01-02 05:00:00,8904.37,1231.53,3357.09,944.33,14449.91,2981.98,6803.05,1399.82,40072.09
2019-01-02 06:00:00,9460.87,1317.15,3392.22,989.21,15426.51,3174.25,7276.34,1449.24,42485.80
2019-01-02 07:00:00,10145.87,1416.94,3422.65,1040.53,16532.66,3426.48,7798.06,1516.54,45299.72
2019-01-02 08:00:00,10719.56,1509.71,3482.55,1082.01,17300.13,3618.55,8122.80,1585.32,47420.62
2019-01-02 09:00:00,11011.67,1566.73,3512.52,1102.65,17722.31,3736.94,8262.73,1632.34,48547.91
2019-01-02 10:00:00,11344.97,1592.50,3535.34,1121.42,18144.82,3878.72,8408.56,1652.86,49679.19
2019-01-02 11:00:00,11670.70,1620.25,3550.36,1135.35,18453.15,3993.23,8597.97,1661.58,50682.59
2019-01-02 12:00:00,11869.99,1671.60,3544.54,1135.49,18610.03,4049.94,8700.66,1674.26,51256.52
2019-01-02 13:00:00,11921.45,1634.91,3554.85,1125.79,18660.12,4115.29,8737.77,1664.13,51414.31
2019-01-02 14:00:00,11990.49,1628.05,3539.89,1130.91,18594.30,4139.24,8774.26,1658.07,51455.22
2019-01-02 15:00:00,11891.91,1666.70,3508.77,1125.77,18461.26,4158.59,8796.56,1653.88,51263.44
2019-01-02 16:00:00,11866.58,1708.09,3488.68,1130.56,18357.93,4189.34,8802.21,1605.80,51149.18
2019-01-02 17:00:00,11920.25,1713.23,3475.90,1131.80,18447.06,4240.85,8849.01,1603.40,51381.51
2019-01-02 18:00:00,12191.09,1751.15,3489.32,1144.92,19033.91,4365.86,9089.26,1652.05,52717.56
2019-01-02 19:00:00,12231.21,1776.05,3530.74,1148.59,19166.89,4524.19,9198.11,1701.35,53277.13
2019-01-02 20:00:00,12051.04,1714.30,3535.02,1130.15,18671.24,4502.35,9012.41,1692.70,52309.22
2019-01-02 21:00:00,11792.79,1616.52,3522.81,1108.08,18096.98,4441.90,8796.11,1668.67,51043.85
2019-01-02 22:00:00,11304.97,1615.33,3471.55,1065.61,17345.28,4303.84,8462.68,1624.77,49194.03
2019-01-02 23:00:00,10744.83,1519.09,3433.47,1020.80,16244.53,4091.07,8016.52,1557.85,46628.17
2019-01-03 00:00:00,10113.38,1441.31,3398.57,978.10,15384.92,3855.40,7608.08,1507.68,44287.43
2019-01-03 01:00:00,9450.69,1366.52,3274.51,952.18,15000.55,3625.73,7280.71,1519.68,42470.57
2019-01-03 02:00:00,9135.34,1307.14,3254.20,935.26,14672.14,3517.88,7124.01,1499.53,41445.49
2019-01-03 03:00:00,8975.36,1323.31,3235.83,934.34,14548.26,3472.00,7081.08,1491.73,41061.89
2019-01-03 04:00:00,8939.24,1311.64,3239.97,937.10,14537.78,3462.03,7105.53,1486.59,41019.87
2019-01-03 05:00:00,9142.80,1351.48,3276.33,953.25,14927.88,3552.28,7289.48,1505.75,41999.26
2019-01-03 06:00:00,9627.39,1407.05,3311.92,980.57,15687.06,3753.24,7704.10,1553.54,44024.87
2019-01-03 07:00:00,10282.26,1519.66,3350.99,1017.68,16555.53,4013.10,8207.39,1625.81,46572.41
2019-01-03 08:00:00,10818.68,1602.24,3403.31,1044.09,17067.75,4158.76,8496.54,1664.47,48255.85
2019-01-03 09:00:00,11200.70,1631.35,3392.05,1049.59,17058.89,4205.15,8493.94,1653.16,48684.83
2019-01-03 10:00:00,11605.75,1639.62,3353.36,1057.47,17146.75,4198.29,8272.73,1622.66,48896.63
2019-01-03 11:00:00,12008.42,1663.51,3317.14,1063.62,17234.58,4163.94,8000.33,1574.50,49026.03
2019-01-03 12:00:00,12152.43,1669.41,3277.80,1060.64,17130.85,4097.91,7640.20,1511.68,48540.92
2019-01-03 13:00:00,12067.16,1661.44,3208.02,1047.28,16860.80,3910.88,7305.66,1431.21,47492.46
2019-01-03 14:00:00,12005.59,1621.53,3145.51,1036.95,16493.19,3677.49,6959.94,1372.66,46312.87
2019-01-03 15:00:00,11821.09,1581.10,3105.89,1021.88,16259.87,3445.08,6655.30,1325.91,45216.12
2019-01-03 16:00:00,11744.48,1546.72,3090.38,1011.61,16130.84,3255.03,6458.65,1292.70,44530.41
2019-01-03 17:00:00,11812.20,1630.65,3094.12,1007.43,16323.30,3166.45,6459.77,1278.74,44772.65
2019-01-03 18:00:00,12257.41,1685.48,3141.15,1033.42,17013.78,3223.41,6835.71,1322.52,46512.88
2019-01-03 19:00:00,12556.83,1738.68,3235.98,1055.27,17504.28,3563.51,7514.50,1427.53,48596.59
2019-01-03 20:00:00,12488.25,1734.83,3276.91,1039.28,17410.62,3723.19,7684.08,1457.62,48814.78
2019-01-03 21:00:00,12362.74,1719.03,3308.10,1023.16,17160.68,3847.36,7766.51,1459.60,48647.18
2019-01-03 22:00:00,12056.22,1667.14,3306.80,996.58,16689.63,3908.81,7682.98,1457.14,47765.30
2019-01-03 23:00:00,11561.89,1590.17,3260.21,956.91,15860.30,3888.17,7474.94,1428.40,46021.00
2019-01-04 00:00:00,11103.18,1524.39,3215.75,922.31,15044.51,3770.85,7211.11,1399.75,44191.87
2019-01-04 01:00:00,10927.19,1516.04,3251.65,907.43,14312.92,3719.53,7036.88,1390.63,43062.28
2019-01-04 02:00:00,10758.05,1497.08,3251.42,898.69,14060.33,3673.59,6993.25,1383.46,42515.87
2019-01-04 03:00:00,10704.51,1501.98,3258.36,893.49,13962.13,3667.64,6994.48,1384.88,42367.49
2019-01-04 04:00:00,10783.36,1477.76,3276.69,900.47,14123.13,3706.64,7065.90,1398.08,42732.04
2019-01-04 05:00:00,11072.04,1483.63,3283.62,915.21,14461.96,3792.12,7266.96,1429.32,43704.85
2019-01-04 06:00:00,11656.24,1600.66,3308.18,953.64,15252.29,4009.66,7744.56,1493.83,46019.06
2019-01-04 07:00:00,12354.68,1723.11,3350.97,1000.28,16179.23,4315.01,8322.09,1579.48,48824.86
2019-01-04 08:00:00,12715.61,1766.25,3386.59,1026.23,16582.85,4468.33,8580.99,1635.09,50161.95
2019-01-04 09:00:00,12726.49,1742.15,3359.69,1013.11,16226.47,4320.58,8313.44,1590.18,49292.11
2019-01-04 10:00:00,12455.28,1669.19,3278.72,982.98,15481.06,4008.01,7744.18,1491.54,47110.97
2019-01-04 11:00:00,12196.17,1665.77,3172.69,947.78,14832.11,3636.19,7186.09,1409.45,45046.25
2019-01-04 12:00:00,11838.04,1576.73,3124.33,910.42,14044.86,3326.28,6705.49,1335.58,42861.74
2019-01-04 13:00:00,11395.40,1489.64,3065.96,868.42,13310.09,3087.53,6277.46,1245.87,40740.38
2019-01-04 14:00:00,11096.92,1399.15,3039.51,846.97,12676.53,2985.88,5960.07,1188.16,39193.20
2019-01-04 15:00:00,10797.10,1340.64,3010.24,813.24,12177.21,2921.61,5741.92,1150.59,37952.54
2019-01-04 16:00:00,10510.58,1308.00,2991.94,790.09,11791.83,2876.18,5661.20,1126.33,37056.14
2019-01-04 17:00:00,10350.71,1297.23,2982.74,784.99,11732.49,2867.88,5608.03,1125.90,36749.97
2019-01-04 18:00:00,10604.66,1350.68,2976.51,810.87,12295.39,2886.57,5878.76,1150.72,37954.15
2019-01-04 19:00:00,10952.42,1451.79,3053.92,848.32,13225.95,3064.62,6329.17,1224.77,40150.95
2019-01-04 20:00:00,10949.09,1487.44,3092.72,858.39,13384.99,3089.05,6407.54,1255.55,40524.77
2019-01-04 21:00:00,10913.64,1474.80,3123.30,870.97,13520.41,3098.51,6439.07,1277.98,40718.69
2019-01-04 22:00:00,10737.51,1477.90,3144.80,870.37,13509.61,3117.11,6425.06,1290.24,40572.59
2019-01-04 23:00:00,10465.25,1453.06,3150.17,853.56,13187.07,3099.07,6288.84,1280.34,39777.36
2019-01-05 00:00:00,10105.67,1414.57,3138.25,831.30,12753.16,3036.33,6095.95,1261.70,38636.92
2019-01-05 01:00:00,9862.00,1397.22,3133.48,816.65,12375.67,2984.88,5996.50,1236.27,37802.66
2019-01-05 02:00:00,9699.06,1368.77,3124.51,812.47,12283.73,2966.23,6006.00,1240.09,37500.87
2019-01-05 03:00:00,9640.36,1399.05,3130.89,813.46,12277.85,2997.85,6053.02,1254.91,37567.40
2019-01-05 04:00:00,9711.01,1407.22,3157.86,820.83,12460.71,3058.05,6165.57,1274.03,38055.28
2019-01-05 05:00:00,9890.64,1430.96,3179.99,838.48,12779.21,3155.48,6343.22,1308.02,38925.99
2019-01-05 06:00:00,10210.76,1495.97,3211.99,873.54,13265.78,3306.39,6671.86,1362.98,40399.26
2019-01-05 07:00:00,10627.06,1561.26,3241.21,909.89,13974.52,3507.94,7072.41,1419.98,42314.27
2019-01-05 08:00:00,10916.75,1599.62,3286.32,944.72,14582.71,3656.21,7434.77,1477.12,43898.22
2019-01-05 09:00:00,10974.50,1605.20,3270.18,943.15,14530.45,3656.48,7414.94,1466.68,43861.58
2019-01-05 10:00:00,10756.13,1498.09,3217.50,900.60,13876.10,3438.45,6938.45,1384.65,42009.97
2019-01-05 11:00:00,10457.57,1356.15,3157.77,853.20,13114.24,3180.08,6416.62,1288.67,39824.31
2019-01-05 12:00:00,10152.96,1259.35,3100.94,809.69,12334.23,2974.23,5946.79,1200.69,37778.89
2019-01-05 13:00:00,9871.13,1223.98,3048.82,764.30,11662.98,2866.52,5605.48,1148.10,36191.30
2019-01-05 14:00:00,9695.14,1165.25,3009.84,735.99,11161.61,2833.34,5383.13,1106.21,35090.53
2019-01-05 15:00:00,9565.06,1095.11,2994.12,715.77,10820.66,2825.09,5271.65,1081.88,34369.34
2019-01-05 16:00:00,9439.45,1109.36,2977.96,698.78,10631.27,2813.11,5224.58,1073.86,33968.36
2019-01-05 17:00:00,9378.04,1109.49,2971.34,697.01,10599.64,2790.53,5274.31,1073.59,33893.95
2019-01-05 18:00:00,9592.82,1163.70,2969.17,729.02,11005.33,2793.24,5467.57,1097.91,34818.77
2019-01-05 19:00:00,9990.35,1235.84,3046.42,774.59,11660.36,2954.34,5828.46,1164.95,36655.32
2019-01-05 20:00:00,10027.02,1248.55,3078.72,774.46,11629.43,2945.76,5801.23,1179.87,36685.04
2019-01-05 21:00:00,9942.60,1240.40,3075.90,769.00,11454.03,2878.40,5756.56,1176.25,36293.14
2019-01-05 22:00:00,9890.96,1242.90,3090.23,768.50,11319.94,2849.22,5719.32,1180.64,36061.71
2019-01-05 23:00:00,9655.14,1217.25,3070.58,749.91,11088.31,2787.94,5595.65,1168.46,35333.24
2019-01-06 00:00:00,9395.86,1196.48,3061.63,736.27,10803.40,2725.64,5445.85,1151.42,34516.55
2019-01-06 01:00:00,9151.15,1180.88,3060.07,721.88,10369.11,2616.26,5261.81,1136.80,33497.97
2019-01-06 02:00:00,8984.05,1168.93,3020.22,715.07,10160.49,2538.37,5192.47,1132.64,32912.23
2019-01-06 03:00:00,8897.82,1169.31,3012.02,714.47,10122.21,2489.50,5162.84,1128.35,32696.54
2019-01-06 04:00:00,8908.02,1143.85,3005.57,717.82,10244.53,2477.65,5219.06,1129.88,32846.38
2019-01-06 05:00:00,8967.76,1211.15,3014.55,727.35,10484.67,2486.91,5340.26,1136.71,33369.36
2019-01-06 06:00:00,9137.56,1267.31,3028.39,742.56,10881.34,2536.97,5535.03,1164.94,34294.11
2019-01-06 07:00:00,9417.53,1339.66,3055.69,774.52,11452.62,2623.04,5810.41,1193.02,35666.49
2019-01-06 08:00:00,9580.23,1355.78,3076.74,804.25,11978.11,2667.74,6049.00,1225.92,36737.77
2019-01-06 09:00:00,9701.80,1392.75,3067.84,817.63,12223.25,2731.78,6178.08,1248.77,37361.89
2019-01-06 10:00:00,9621.48,1340.44,3067.68,801.49,12102.44,2748.07,6080.59,1226.46,36988.64
2019-01-06 11:00:00,9530.05,1261.52,3049.22,774.23,11728.38,2717.52,5852.96,1175.94,36089.82
2019-01-06 12:00:00,9535.07,1196.00,3060.84,755.80,11437.43,2734.26,5610.72,1136.91,35467.03
2019-01-06 13:00:00,9545.11,1169.13,3049.12,742.67,11130.60,2764.38,5463.16,1115.12,34979.30
2019-01-06 14:00:00,9561.38,1125.20,3040.70,728.95,10900.68,2812.56,5398.07,1093.76,34661.30
2019-01-06 15:00:00,9535.53,1130.07,3029.60,714.42,10659.04,2849.34,5297.17,1075.73,34290.90
2019-01-06 16:00:00,9526.74,1109.19,3011.47,709.85,10602.05,2884.69,5272.65,1068.61,34185.25
2019-01-06 17:00:00,9548.55,1135.17,3013.47,718.00,10731.20,2889.89,5296.72,1063.06,34396.06
2019-01-06 18:00:00,9828.88,1169.92,3019.34,749.28,11241.82,2891.51,5492.10,1084.30,35477.15
2019-01-06 19:00:00,10263.75,1267.36,3082.73,782.40,11798.65,3058.44,5891.63,1143.07,37288.03
2019-01-06 20:00:00,10231.36,1231.67,3096.47,779.31,11772.91,3080.12,5919.60,1150.94,37262.38
2019-01-06 21:00:00,10050.15,1226.22,3083.81,765.92,11528.71,3027.31,5760.63,1136.11,36578.87
2019-01-06 22:00:00,9768.28,1172.74,3066.33,740.73,11088.34,2947.17,5511.69,1107.69,35402.97
2019-01-06 23:00:00,9308.96,1127.93,3025.28,700.73,10388.78,2790.44,5133.23,1054.88,33530.22
2019-01-07 00:00:00,8801.62,1033.85,2983.42,666.30,9642.15,2593.43,4717.91,1006.25,31444.94
2019-01-07 01:00:00,8489.52,976.95,2984.38,636.29,9001.85,2442.05,4445.38,974.99,29951.42
2019-01-07 02:00:00,8230.00,942.51,2952.10,617.74,8584.74,2326.55,4281.18,953.30,28888.13
2019-01-07 03:00:00,8166.29,936.18,2961.11,613.60,8439.29,2257.68,4197.13,937.87,28509.16
2019-01-07 04:00:00,8215.18,920.95,2964.44,615.84,8411.34,2223.87,4158.46,938.69,28448.76
2019-01-07 05:00:00,8450.13,931.04,2991.97,628.76,8762.46,2244.54,4268.60,956.55,29234.03
2019-01-07 06:00:00,8997.22,984.96,3049.48,658.39,9486.27,2376.40,4610.60,1007.70,31171.02
2019-01-07 07:00:00,9712.59,1113.01,3119.60,715.89,10577.44,2633.00,5205.31,1088.72,34165.56
2019-01-07 08:00:00,9993.20,1216.12,3179.86,747.71,11105.33,2724.23,5505.78,1136.15,35608.38
2019-01-07 09:00:00,10105.54,1210.84,3184.42,752.18,11171.84,2742.94,5533.90,1139.74,35841.40
2019-01-07 10:00:00,10241.19,1256.45,3166.17,750.86,11238.19,2812.09,5604.21,1143.82,36212.98
2019-01-07 11:00:00,10421.23,1270.61,3144.42,752.25,11403.72,2902.56,5686.22,1140.64,36721.64
2019-01-07 12:00:00,10517.20,1271.53,3120.88,745.24,11466.11,2986.70,5716.17,1134.82,36958.65
2019-01-07 13:00:00,10579.01,1270.16,3116.91,739.64,11460.20,3080.15,5765.36,1118.15,37129.57
2019-01-07 14:00:00,10702.15,1265.34,3116.59,737.72,11482.47,3149.60,5829.62,1117.25,37400.73
2019-01-07 15:00:00,10733.88,1256.10,3108.68,730.48,11401.05,3206.80,5864.90,1113.13,37415.02
2019-01-07 16:00:00,10633.62,1238.67,3108.08,720.63,11300.26,3234.81,5913.57,1106.36,37256.00
2019-01-07 17:00:00,10533.87,1247.46,3101.65,721.22,11215.22,3193.53,5924.81,1102.35,37040.10
2019-01-07 18:00:00,10669.97,1283.79,3089.28,738.17,11545.29,3170.11,6070.77,1108.09,37675.47
2019-01-07 19:00:00,10950.42,1336.08,3158.94,778.05,12172.32,3316.59,6448.54,1173.79,39334.73
2019-01-07 20:00:00,10840.09,1302.76,3195.64,777.78,12081.77,3315.18,6342.56,1181.16,39036.94
2019-01-07 21:00:00,10539.83,1279.71,3198.92,763.05,11776.38,3235.96,6145.47,1163.54,38102.85
2019-01-07 22:00:00,10164.08,1228.67,3185.84,744.32,11314.01,3116.18,5800.51,1137.54,36691.15
2019-01-07 23:00:00,9604.79,1134.70,3148.54,709.63,10562.81,2907.53,5328.38,1098.37,34494.75
2019-01-08 00:00:00,8990.36,1058.56,3100.63,674.62,9779.67,2670.12,4860.97,1053.25,32188.18
2019-01-08 01:00:00,8421.27,1023.82,2972.92,669.69,9445.47,2451.38,4504.96,1028.18,30517.70
2019-01-08 02:00:00,8147.77,985.04,2973.45,664.13,9198.54,2337.20,4330.98,1014.68,29651.79
2019-01-08 03:00:00,8001.31,987.91,2983.27,666.07,9142.69,2264.55,4259.93,1016.83,29322.56
2019-01-08 04:00:00,7980.32,985.94,2997.76,674.18,9298.06,2236.01,4228.33,1032.66,29433.27
2019-01-08 05:00:00,8163.06,1011.58,3037.01,694.41,9728.83,2249.63,4307.93,1064.42,30256.87
2019-01-08 06:00:00,8729.23,1090.58,3085.31,744.59,10789.25,2386.57,4706.55,1130.31,32662.40
2019-01-08 07:00:00,9556.10,1223.00,3160.63,823.16,12343.85,2684.66,5349.25,1236.36,36377.02
2019-01-08 08:00:00,9854.98,1268.36,3212.99,854.16,13033.83,2788.08,5623.49,1279.50,37915.38
2019-01-08 09:00:00,9942.01,1267.09,3189.16,847.32,12719.40,2775.00,5535.90,1250.93,37526.82
2019-01-08 10:00:00,10140.49,1256.50,3164.73,833.16,12462.47,2855.37,5503.15,1210.45,37426.33
2019-01-08 11:00:00,10375.79,1247.51,3153.01,820.80,12323.01,2927.96,5520.85,1177.60,37546.54
2019-01-08 12:00:00,10551.84,1265.55,3141.51,809.28,12095.98,3000.39,5564.11,1151.19,37579.85
2019-01-08 13:00:00,10691.91,1257.50,3118.28,795.63,11863.74,3080.53,5618.85,1121.85,37548.28
2019-01-08 14:00:00,10801.20,1263.37,3092.86,779.33,11650.51,3156.20,5692.95,1107.24,37543.65
2019-01-08 15:00:00,10839.17,1265.37,3056.49,764.07,11405.75,3215.93,5743.34,1096.89,37387.00
2019-01-08 16:00:00,10711.07,1254.78,3039.63,753.04,11218.46,3233.52,5760.83,1085.61,37056.95
2019-01-08 17:00:00,10583.10,1218.23,3060.67,755.50,11277.70,3215.68,5751.16,1092.53,36954.57
2019-01-08 18:00:00,10666.18,1249.70,3099.51,788.87,11871.79,3186.94,5900.62,1128.79,37892.41
2019-01-08 19:00:00,10918.65,1329.66,3193.77,839.37,12660.76,3338.37,6230.97,1200.25,39711.81
2019-01-08 20:00:00,10771.74,1323.07,3212.51,849.23,12724.01,3331.71,6205.36,1206.80,39624.42
2019-01-08 21:00:00,10440.77,1293.05,3214.16,848.42,12703.60,3267.14,5991.81,1198.61,38957.56
2019-01-08 22:00:00,9960.19,1250.68,3195.10,830.49,12336.55,3140.00,5644.98,1170.89,37528.87
2019-01-08 23:00:00,9325.08,1178.01,3139.30,793.67,11638.99,2915.52,5177.65,1126.63,35294.85
2019-01-09 00:00:00,8695.44,1098.45,3094.09,764.81,10938.48,2655.82,4768.47,1078.07,33093.64
2019-01-09 01:00:00,8364.06,976.49,3135.80,740.05,10418.05,2516.32,4494.54,1057.99,31703.29
2019-01-09 02:00:00,8096.26,963.45,3122.04,735.97,10293.75,2397.59,4360.75,1052.94,31022.75
2019-01-09 03:00:00,7978.63,970.24,3117.70,741.75,10393.33,2325.17,4340.87,1052.54,30920.24
2019-01-09 04:00:00,7958.30,993.68,3113.97,755.69,10577.64,2285.38,4401.42,1067.53,31153.62
2019-01-09 05:00:00,8133.30,1052.36,3122.32,777.31,11024.98,2294.30,4609.73,1089.63,32103.95
2019-01-09 06:00:00,8717.95,1154.32,3159.77,833.56,12080.40,2440.54,5124.44,1152.82,34663.80
2019-01-09 07:00:00,9635.16,1331.94,3234.28,915.54,13723.96,2784.74,5984.09,1266.12,38875.83
2019-01-09 08:00:00,9997.18,1396.62,3265.98,947.57,14351.31,2878.48,6372.64,1311.66,40521.46
2019-01-09 09:00:00,10070.18,1418.83,3243.28,934.48,14085.71,2844.65,6291.48,1294.76,40183.38
2019-01-09 10:00:00,10212.32,1400.16,3216.52,909.05,13811.61,2871.71,6202.33,1269.36,39893.06
2019-01-09 11:00:00,10317.13,1350.44,3191.98,872.95,13442.93,2886.93,6099.97,1253.66,39416.00
2019-01-09 12:00:00,10291.01,1355.41,3167.38,832.16,12935.82,2898.26,5915.71,1238.04,38633.80
2019-01-09 13:00:00,10195.53,1266.74,3143.44,800.55,12474.80,2894.62,5764.76,1202.28,37742.71
2019-01-09 14:00:00,10230.81,1218.86,3123.48,775.26,12112.01,2907.79,5640.00,1171.66,37179.87
2019-01-09 15:00:00,10163.18,1247.49,3088.05,759.72,11783.92,2910.58,5572.95,1146.24,36672.13
2019-01-09 16:00:00,10107.68,1266.47,3077.20,753.17,11625.55,2897.38,5533.02,1089.46,36349.94
2019-01-09 17:00:00,10100.27,1269.15,3081.57,761.75,11787.14,2902.04,5610.79,1097.48,36610.19
2019-01-09 18:00:00,10272.30,1343.45,3109.40,799.68,12533.49,2941.31,5929.94,1157.64,38087.22
2019-01-09 19:00:00,10692.81,1469.40,3191.67,854.66,13473.49,3126.61,6467.12,1244.00,40519.75
2019-01-09 20:00:00,10722.18,1475.67,3214.75,867.85,13655.84,3168.34,6592.18,1254.39,40951.20
2019-01-09 21:00:00,10643.74,1440.00,3209.70,871.85,13642.92,3153.17,6572.16,1254.01,40787.55
2019-01-09 22:00:00,10343.45,1484.29,3179.75,854.64,13368.46,3059.81,6329.06,1221.68,39841.14
2019-01-09 23:00:00,9883.19,1406.38,3118.62,818.68,12560.63,2878.77,5929.07,1162.62,37757.96
2019-01-10 00:00:00,9383.65,1345.20,3070.95,786.23,11860.89,2653.97,5534.59,1118.48,35753.96
2019-01-10 01:00:00,9116.68,1323.24,3046.87,778.83,11409.89,2490.44,5305.46,1094.70,34566.11
2019-01-10 02:00:00,8983.81,1290.44,3035.24,776.07,11283.27,2395.45,5178.07,1079.69,34022.04
2019-01-10 03:00:00,8908.92,1327.16,3005.14,773.73,11285.13,2340.35,5131.56,1070.50,33842.49
2019-01-10 04:00:00,9011.24,1347.58,3009.24,784.80,11414.00,2337.87,5172.66,1076.38,34153.77
2019-01-10 05:00:00,9342.71,1411.23,3030.41,808.71,11794.99,2393.70,5328.27,1099.46,35209.47
2019-01-10 06:00:00,10103.28,1504.38,3076.20,849.36,12812.30,2570.71,5787.39,1161.02,37864.64
2019-01-10 07:00:00,11155.06,1694.79,3158.60,919.96,14296.63,2946.67,6516.19,1267.18,41955.08
2019-01-10 08:00:00,11494.82,1738.76,3195.06,941.60,14816.43,3043.32,6756.62,1299.99,43286.59
2019-01-10 09:00:00,11367.08,1703.26,3174.59,930.84,14489.39,2965.85,6627.82,1286.13,42544.97
2019-01-10 10:00:00,11112.75,1652.00,3174.43,921.57,14369.01,2960.25,6483.09,1290.22,41963.33
2019-01-10 11:00:00,10914.55,1597.74,3146.79,914.34,14294.58,2936.90,6269.85,1270.60,41345.34
2019-01-10 12:00:00,10684.15,1527.36,3104.85,899.09,14047.34,2908.53,6103.25,1238.27,40512.84
2019-01-10 13:00:00,10472.04,1485.88,3061.95,883.54,13739.21,2896.89,5900.10,1191.27,39630.88
2019-01-10 14:00:00,10353.41,1448.22,3037.27,877.67,13386.02,2905.96,5779.56,1151.84,38939.95
2019-01-10 15:00:00,10165.86,1406.87,3020.83,867.70,13226.22,2889.27,5677.21,1127.14,38381.12
2019-01-10 16:00:00,10117.20,1339.93,3016.86,859.96,13148.24,2877.56,5675.35,1111.22,38146.33
2019-01-10 17:00:00,10090.33,1425.06,3005.92,863.28,13393.02,2889.40,5763.10,1118.83,38548.94
2019-01-10 18:00:00,10319.34,1488.77,3018.04,883.78,13967.80,2893.77,6038.05,1159.36,39768.92
2019-01-10 19:00:00,10762.39,1556.82,3093.06,917.79,14566.64,3070.18,6476.86,1226.96,41670.70
2019-01-10 20:00:00,10788.07,1560.35,3119.07,912.44,14543.37,3122.81,6551.22,1233.83,41831.15
2019-01-10 21:00:00,10711.38,1544.33,3138.08,904.95,14303.40,3117.59,6491.40,1227.88,41439.01
2019-01-10 22:00:00,10427.33,1487.70,3128.51,877.13,13809.73,3035.17,6236.37,1202.85,40204.79
2019-01-10 23:00:00,9909.54,1392.50,3077.76,828.30,12885.77,2849.89,5853.25,1148.36,37945.37
2019-01-11 00:00:00,9439.75,1311.56,3030.53,787.18,12063.90,2618.54,5479.90,1093.40,35824.75
2019-01-11 01:00:00,9155.05,1264.57,3015.62,766.05,11501.80,2443.57,5184.46,1068.93,34400.06
2019-01-11 02:00:00,8993.95,1230.28,3000.89,752.11,11218.08,2346.57,5044.02,1048.29,33634.18
2019-01-11 03:00:00,8929.94,1233.24,2985.23,743.06,11122.08,2282.76,4958.37,1038.98,33293.68
2019-01-11 04:00:00,8965.65,1211.36,2971.61,744.75,11234.79,2260.11,4949.89,1039.39,33377.56
