0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
35330.53844802879,15816.007890465951,33304.67886194661,41114.137265627396,39448.45722044684,38141.636242733184,38462.6784510291,38882.556713972954,37478.51741847988,38153.105643536095,38172.006337851155,38164.371450364866,37996.28997489989,38049.529035156505,37968.04722125158,37853.31652228658,37873.39996973202,37875.42236249933,37893.971424766365,37926.580961752996,37970.74072118408,37880.47267989247,37943.72542376303,37866.463887332924,37896.244849713155,37889.1694539601,37896.53234489246,37864.18718561715,37839.97349359803,37869.4144800701,37846.86378508832,37792.62617128936,37838.31124033421,37850.97883025844,37850.29785417692,37794.85512819889,37845.115972215914,37802.47989719576,37877.88603652477,37811.64360530893,37811.52565203082,37800.768990057,37799.99837397367,37795.56694846753,37770.770480361716,37760.78023920071,37774.92997337564,37743.14911588889,37827.51297923069,37774.92388635148,37786.111897488285,37752.94388210488,37780.345785962214,37699.38450484385,37726.07094924551,37685.76509080366,37718.694620159455,37754.263244694805,37702.24228971891,37718.434502397926,37723.66414706787,37641.69429502624,37696.44755611579,37727.32937988857,37695.96620195993,37717.71356932963,37616.822010691074,37736.188005460266,37696.31476098378,37706.43788155342,37668.80053418636,37659.12758002081,37714.78486092405,37625.27538732847,37633.172097056544,37667.34617263839,37667.64438068425,37675.84259466154,37578.27309471899,37683.41262445833,37603.17504312427,37609.64976175521,37631.81921504344,37637.04794738947,37610.4820424711,37560.58690865048,37564.329495070386,37599.432268525205,37629.11326919255,37661.29503944691,37593.745860154704,37621.75826048602,37617.56823419905,37602.9244284858,37580.350197610605,37556.1722051427,37587.046533150446,37577.963015662834,37587.45415018513,37589.35804889672
33423.219817754114,45705.32525048381,53393.939923254235,43744.54484011496,40553.95203331124,37616.09763448125,40623.00129362559,39023.19962854282,38023.17185139468,39072.7905343142,39341.02815382533,38908.62214831885,39241.05721212615,39250.2678302643,39230.8116038254,39055.0828339139,39106.7474670344,39114.825428647586,39128.18248907753,39086.68779372242,39095.5696097567,39150.32502114579,39109.6961549623,39112.56898204585,39094.13124603605,39116.285684195,39129.88751869202,39130.89660095509,39119.93912560951,39109.90889077629,39097.962042697196,39046.51627587613,39083.451253146806,39047.61045853226,39067.02989628458,39027.13012486338,39018.614061957436,39020.10706561887,39089.92925411065,39039.565563911885,38994.01360446886,39030.908285125886,39037.67356606553,39048.02832781289,39017.82025595199,39010.489591087935,38978.79182610464,39039.48256993802,38990.524512139855,38973.622161336454,39029.945343938074,39005.48691605765,38940.23495211689,39029.98220554356,38953.17628606057,38899.53251976486,39038.69946776792,38967.031875611225,38956.00934219865,38927.94722818027,38918.20733427813,38938.51257295586,38931.39291663189,38920.02710073479,38920.29314277155,38915.03380574994,38876.558460595515,38906.52826415936,38891.714518531364,38951.16387571421,38870.41836505369,38872.264508776076,38898.021638181126,38884.6289630761,38937.866584075484,38879.70943083254,38904.41344248333,38870.7770469387,38907.60665550814,38883.873735562825,38864.65305951606,38863.964234736646,38837.44798624007,38844.108153092544,38867.78326186119,38829.343401685765,38839.007378098475,38812.87426463689,38873.255609264335,38880.28240340059,38848.6507307742,38881.89374289656,38816.18661199437,38765.84198518746,38803.110513174295,38761.5223480993,38798.29088998194,38794.99144930154,38780.37381634924,38767.36572126768
32098.821255876395,40643.589030987365,45886.71157149111,42842.01165269892,37321.92672544975,36036.76252695035,36557.928144499165,39422.31614095425,38058.53126845908,39064.94156333593,38985.218035667654,38686.70926454471,38890.186080645,39069.95981349961,39058.466200717194,39112.182722665486,39067.6864209859,39052.83801327059,39058.88363195404,39072.50653798776,39008.288699907236,39051.69257408782,39061.214022247936,39034.252653819625,39072.40527156471,39007.397229998955,39024.963584211066,39040.87141547195,39028.248155044166,38984.41300536759,39024.349826686615,39049.806740654865,38984.11566737266,38980.86495225511,39006.28251871068,39012.717912161505,39009.790286501346,38993.388039282014,38948.333639832024,38981.866176618176,38954.63364827771,38975.259731604965,38956.4508393929,38949.404008317135,38946.09565909274,38946.05113321116,38965.681603998215,38918.58768883919,38975.68290251581,38956.00668711698,38941.186372122305,38893.09882920905,39107.12234554781,38932.523027487354,38955.11643118732,38914.27417612225,38847.00811808329,38863.4910362022,38916.17992514881,38895.535199521364,38938.451535996326,38872.73915708952,38867.36558839617,38859.3031893084,38909.2486711528,38922.89734674678,38850.2170730779,38818.94642164131,38830.90284082429,38845.064255670404,38863.136113611145,38841.637791121386,38833.461637279855,38824.59195036022,38796.128867823456,38843.61448649454,38813.85124592667,38834.684522466996,38753.05121573864,38756.92259723056,38853.11219640312,38809.690515231836,38755.45852736746,38808.47095396511,38785.480227681444,38783.69940931169,38769.28826311696,38827.83817617727,38804.839910778195,38739.794341063054,38760.674834522055,38704.461886680874,38767.74254077795,38716.57077206606,38736.488185967064,38757.235678097095,38731.404872349696,38752.58063072671,38736.47678819673,38709.007019449404
49371.404897702356,38281.24090152462,35298.68986901669,40521.548037498666,38347.21477466821,41787.68129746756,39786.77134950073,42141.942638113964,38932.56841580075,39471.3846506362,39179.99817316014,39450.488631530905,39456.84722081518,39744.015205553675,39692.35244375207,39796.30065785874,39798.018154706,39794.17345840704,39722.631643665176,39675.90352248392,39740.370257171315,39711.134582031744,39719.172038897654,39701.319372109036,39682.13592116398,39704.45226717823,39703.49088737095,39675.53053580696,39670.207901877904,39671.24535150823,39641.125032453645,39628.152161957674,39663.95940270109,39666.075061265634,39635.00280281064,39631.47699056048,39592.202084022065,39671.09997662736,39618.63477072131,39663.60546234979,39623.118625406925,39619.71415220749,39598.80468954435,39613.39352279718,39590.7274138034,39613.03794907661,39634.10852419478,39590.64021855707,39587.140315948614,39567.10476132331,39566.48797668909,39589.22169063248,39521.86694022683,39575.22744300661,39521.884028312656,39517.71954797195,39566.68007612935,39596.12924964877,39551.490489123076,39526.143857219606,39579.14508648954,39520.813490071836,39508.32132942529,39507.92705171328,39531.90525415243,39547.76613433891,39482.421385390095,39477.512454853146,39522.99337965421,39419.89510174342,39514.990661288626,39443.543746986994,39471.27389280925,39460.23734542019,39457.02257010591,39452.797803911155,39493.276872074224,39464.76779723372,39411.38020392628,39458.20705732429,39400.756193395675,39474.86440835812,39392.21825213094,39430.747670267716,39402.88799781253,39410.58353673914,39364.55074475023,39399.69886041289,39381.97645635316,39380.37819641348,39411.23307422916,39337.645242896455,39359.52493695179,39379.81238515074,39382.85272476003,39379.92646436045,39351.48157722902,39348.26856463627,39381.08519507399,39381.15679480732
51033.910822737875,29892.497776461725,34783.41956018289,28011.230469359925,38858.49528632771,39459.31710000248,36895.94740355476,39968.69684125518,37288.655940369594,38081.79240347457,37663.63193954139,38090.028117262875,37938.38269338889,38057.3340938683,38179.96575754683,38136.92851566146,38145.48556870653,38198.736262844584,38174.30329331229,38167.95928535702,38125.865478552354,38100.32533535982,38073.68168591792,38102.11377181007,38141.88078436825,38088.73398855658,38118.98621130474,38080.458480592104,38068.96320731991,38096.52787814514,38102.16658455672,38074.59768977572,38057.36017317634,38041.09701333243,38069.92722261618,38043.52378850046,38091.00634027432,38058.97545444727,38108.06636259229,38038.50543084068,38066.48848455436,38028.71676706978,38069.972606133,38027.54363544344,38040.55966588475,38045.9427591128,38002.744205355804,37998.70195264411,38054.39067379133,38026.690405695765,37929.55979170733,37992.38739997402,38067.37939715539,37933.00423807472,38003.80311164021,37992.04359735395,37910.709329985504,38028.01410486635,37956.760826365666,38010.78549562068,37939.35612019409,37930.38889769233,37957.877681114434,37940.41061042546,37942.443201215356,37944.02378496205,37906.07112796164,37914.72600881757,37912.05662048898,37931.60944872061,37940.32816831245,37884.26663749204,37857.21157549266,37880.689998548674,37864.951486595164,37882.590555323615,37850.89494414604,37865.70989335422,37894.11011059147,37813.41593054847,37903.47169409847,37828.149322246085,37897.45850405381,37880.72394971538,37850.867416895446,37899.196379494184,37831.80205750052,37786.68002643205,37821.41748004204,37853.497170639675,37840.05381280379,37797.43433766007,37860.70896612673,37790.65425984783,37750.748963350845,37803.17744500368,37807.620669015305,37792.4750133864,37792.56382057417,37828.028813599725
28199.06704331612,47998.11093405011,47244.616459380486,39223.92270184711,40866.44537257907,41539.490351416105,36919.28342451988,39323.274184306865,38752.441618792756,37807.055843352384,39310.57863083489,38731.881423651175,38639.626946301716,38668.61198584626,38593.20683066229,38531.722574747335,38589.34592207983,38584.959791833644,38626.19437013943,38604.08954823328,38577.45978382764,38584.68433945549,38538.550234635884,38544.53940842713,38531.43435565148,38522.7740007712,38531.8169305341,38563.87288684893,38507.57337598515,38509.60673193644,38506.667518378694,38509.98034886463,38497.09540410715,38502.19608643027,38514.72072718514,38480.47658067259,38469.85838221447,38482.75658727203,38467.81644875489,38463.6585083138,38510.65869600753,38418.823990249904,38436.48918894651,38460.417365010355,38467.67698540876,38442.405583947926,38420.365859547346,38473.66312027528,38469.136937723226,38441.67949310023,38444.91890340136,38402.5592324294,38350.502957912,38417.704210999655,38385.58649900469,38445.51305995825,38422.86606736952,38390.10098214676,38401.66976759835,38372.177837386735,38341.5632660618,38329.010046188174,38336.304798350706,38348.91865140486,38339.84491598908,38351.41372447545,38321.81721099627,38362.41082515947,38286.82813343917,38319.76888867801,38297.52298633092,38329.08539955791,38306.314286658155,38298.55408518894,38347.324223494696,38270.02125074853,38249.14383178609,38278.887600827584,38261.97356997694,38292.52808076998,38251.47510725055,38262.3066286968,38294.75935471477,38296.47373279124,38270.03248208136,38265.27854289729,38252.93237354804,38263.9467421752,38268.918190248805,38257.37199122338,38271.08867475618,38247.445886329006,38224.9652017266,38234.875136036586,38167.61076014731,38238.233729465435,38255.45297230546,38191.545790258046,38200.42064346495,38211.47298956069
58118.497815308154,32055.635003957963,34267.29801658145,42814.29985289494,37575.492734602645,37465.36825896837,36434.26909910473,38778.78966968805,38626.15157101431,37978.35614418512,37953.59501763987,38277.90383322211,37980.25860381998,37762.818684654296,37806.578275770466,37810.17187546954,37753.67412900197,37787.26631242658,37743.30231822485,37790.89948032685,37763.490558094134,37776.37669877085,37745.402991147625,37776.15633093192,37751.25787871447,37770.045110013285,37769.061028790915,37728.36794587109,37783.66488275508,37732.821056825676,37713.271769495426,37720.562474028746,37737.06783704989,37733.10380898352,37724.000271713696,37670.60703582136,37704.69428191684,37698.44872769923,37711.118096570295,37711.50216721132,37703.8622863815,37725.10835595014,37692.08515201178,37690.29770859848,37644.24531600655,37720.04231273756,37738.574779908544,37632.02887430955,37695.718186889084,37680.5680204764,37692.31813456788,37650.33722498709,37749.89556442008,37602.66643882851,37642.67139703804,37670.23360560149,37567.55871613807,37575.96827788524,37586.03198720678,37581.10128925862,37626.839977214775,37646.827640755495,37609.67188425696,37574.654316507454,37573.815577265705,37598.592544782725,37536.12011779754,37593.1591723732,37541.11250958265,37605.71308112743,37541.10385395857,37570.27896063037,37615.20453366308,37582.763519911314,37591.236128476085,37583.36704414302,37530.150093192744,37540.92527294954,37543.802150145144,37574.37834918393,37500.86194540134,37504.609975779604,37526.28340675292,37476.61085772453,37493.97463242616,37490.104309943,37514.678564095586,37509.043508364615,37451.963139978376,37457.333091424975,37460.370244905745,37490.3658239488,37467.675990112366,37485.78215739873,37417.414084168166,37420.18204312311,37411.071607910264,37452.52606327682,37436.60122723426,37447.724093246434
35088.98872442764,44431.677572935034,32719.352027408248,36924.37649539437,38767.50037503204,35228.75141853394,40545.334937443346,39795.10130912592,36985.38714387755,39869.297637192925,38789.511195509054,39161.01892102076,38965.53337724939,38938.67767666523,38789.43059250472,38678.966384798114,38848.926034784374,38703.283060923735,38764.054434593636,38697.94321835417,38782.81499022484,38711.210986580125,38680.61902566177,38696.440913778686,38730.75367692145,38705.01082156966,38715.77493217625,38672.94237413748,38663.83675480425,38687.1874617992,38674.44585198156,38747.52274591339,38676.83789061548,38694.23929681139,38684.080200483644,38702.37141879156,38655.0626631061,38636.79409936308,38654.45943943782,38633.40485394563,38690.60731174384,38662.13944193853,38625.03155033893,38620.2439800724,38664.40304903228,38645.50221617481,38688.046232539695,38651.64149726952,38624.52152148022,38613.11549668689,38583.988286610045,38623.01777651193,38605.54293386851,38603.40464176015,38582.68271065697,38584.00001378418,38597.88268807743,38584.49666289364,38586.21205674239,38532.123195581575,38588.09174785086,38563.252453991554,38568.48469129305,38580.18130145001,38555.11895932582,38530.48601479746,38481.55862298812,38565.94345347296,38504.33504968562,38597.85785921892,38566.918023892336,38514.34804765474,38467.96969434074,38484.789398318935,38523.931464253415,38545.36178543937,38550.31929760055,38491.60704043698,38491.96062880123,38443.55273141787,38455.28938053568,38479.269565589304,38475.49783296188,38442.25398770656,38464.42207359723,38520.12084747128,38456.64859425315,38527.294215180904,38466.88739342808,38453.842220654515,38436.738645576,38441.48937950002,38365.067068071665,38382.57439774471,38467.061938914965,38399.72799892369,38392.20212294446,38420.3406801766,38418.093620125546,38396.05009005631
20017.23774462443,35135.37139548787,30361.775945106125,29320.64895943656,36895.757962578195,37494.669887341515,40764.404364666174,38988.471254890916,38211.291975283835,39989.4153330666,39731.302442027976,39894.38950581768,39341.30043641915,39292.77557913071,39357.42135793785,39279.86429262382,39288.3201686683,39250.44689271149,39262.52735710481,39197.79646693193,39249.942277017304,39246.75965772601,39226.19562921804,39228.17194905253,39195.02974093046,39197.355313756896,39180.546521439435,39195.2878284495,39194.85931770258,39182.17772025541,39190.18895263411,39179.08097271352,39187.04749175605,39189.8652473047,39151.94637352658,39209.58797620624,39189.85378061203,39177.09628144661,39152.81561263394,39150.044255721,39205.89798870182,39125.97145536857,39138.55891361613,39164.63344283404,39142.143575167924,39123.66497715315,39169.63647341002,39137.02778083406,39145.853579542374,39138.25829200443,39139.14397454816,39088.18714395375,38981.964727490005,39156.09154731983,39073.78317943983,39052.49748088556,39121.73309564281,39106.49815598643,39063.80946222108,39073.3992115918,39086.922849913186,39059.925795737145,39045.41477239755,39062.20306847493,39030.25258472307,39034.847715718155,38990.60503315663,39047.281580190756,38986.88392448216,39019.44996136044,38997.241575415566,39013.058076353045,39014.08287366158,39010.19085493632,38997.29547535964,38982.89942310059,39028.40976047341,39001.568308373724,38959.57591125006,39000.95656835637,39017.184689083944,38978.34865033971,38930.167392377996,38936.21913142707,38940.23647824566,38950.74522273084,39009.85903022313,38963.27783841762,38946.076083361535,38923.071426422386,38940.78507873644,38905.69952214021,38938.647441191446,38922.07119230769,38898.850714469816,38931.535164004126,38922.21429832464,38950.12628644574,38834.88086548736,38903.22233318365
44546.55544906625,46608.25662015536,34196.238896353665,37192.89506609729,41216.607347171266,36334.48778134319,42180.20460948266,38223.83771988424,39619.61500394481,38925.94908305956,39622.284149813364,39269.23561681882,39229.4575340123,39348.807424724364,39202.22251046071,39287.151933847614,39294.334086183684,39182.597372331365,39233.98225143071,39191.09899429181,39232.69245608775,39158.544055865466,39165.126931698826,39208.23724749977,39186.402775678114,39174.703952775795,39163.43482443107,39214.6259050967,39114.62710573878,39201.74229844522,39169.09621879914,39121.24153981128,39142.33553129948,39144.8266746117,39161.06418885529,39145.363937636124,39158.411357231234,39092.28106384068,39163.63072654154,39114.590609086095,39065.77192494437,39133.3000128117,39073.77050953724,39084.061419454054,39109.3123403315,39125.512980733256,39109.657273259945,39055.544729611975,39150.22395148113,39038.74778894527,39086.39193251333,39053.68117590014,39056.3627728553,39074.46275313112,39060.482509983914,39048.372670969504,39100.47935842253,39039.41134442022,39034.28806855192,39002.1374476401,38994.88433367066,39050.75057574459,39003.21607749555,39031.24214210003,39014.16207247031,39054.10075846481,38977.31734039523,38971.58449963498,39014.221725458956,39035.67247021038,38958.63780710047,39019.22557384774,39014.19905183177,38991.42144518955,38953.52218896627,38966.81453475207,38913.3810252652,38941.28510172869,38991.45666719257,38956.80334981773,38906.26923899806,38934.89278736677,38926.48614618589,38945.92443760531,38907.47403449922,38877.05168745006,38940.428317746046,38935.139413146935,38946.52345208625,38981.21263623375,38910.97187234138,38899.219869025954,38906.082364998474,38875.48426347487,38885.730793617484,38819.74960605935,38855.80755227181,38847.21679548817,38884.472619754655,38872.24288330819
